StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q298_1,Q336_1,Q334_1,Q208_1,Q208_5,Q208_6,Q208_7,Q208_8,Q208_9,Q208_10,Q216_1,Q337_1,Q339_1,Q195_1,Q195_5,Q195_6,Q195_7,Q195_8,Q195_9,Q195_10,Q305_1,Q338_1,Q340_1,Q304_1,Q304_5,Q304_6,Q304_7,Q304_8,Q304_9,Q304_10,Q4_1,Q323_1,Q324_1,Q9_1,Q9_2,Q9_3,Q12_1,Q13_1,Q326_1,Q448_1,Q449_1,Q450_1,Q453_1,Q453_2,Q453_3,Q455_1,Q456_1,Q457_1,Q412_1,Q413_1,Q413_5,Q413_6,Q413_7,Q413_8,Q413_9,Q413_10,Q414_1,Q415_1,Q415_5,Q415_6,Q415_7,Q415_8,Q415_9,Q415_10,Q418_1,Q419_1,Q419_5,Q419_6,Q419_7,Q419_8,Q419_9,Q419_10,Like_Free_R,Hard_Free_R,Pol_High_1,Age_High,Gender_High,Race_High,School_High,Debrief,id
2024-09-23 15:47:48,2024-09-25 12:23:54,IP Address,161.130.190.30,100,160565,True,2024-09-25 12:23:54,R_7Qg6jRY9B4aTNQd,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Disagree,Agree,Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Agree,42,-22,20,41,-19,-19,-16,-18,-18,-15,-10,18,9,-10,21,11,-15,-21,-16,-14,-15,32,11,20,-7,11,-18,-19,-16,-15,22,21,23,Not Surprised,Somewhat Surprised,Surprised,41,35,-22,,,,,,,,,,42,45,-34,-6,13,14,-22,-23,22,-8,20,21,-31,-32,-28,-30,10,18,-21,14,-25,-25,-30,-30,"Finding out the percentages of the essays. ","Agreeing with the percentages that were shown, and changing my opinion.",7,19,Female,Caucasian/White,Freshman,,92475
2024-09-25 12:05:59,2024-09-25 12:24:30,IP Address,161.130.189.242,100,1111,True,2024-09-25 12:24:31,R_6eEIAvRZEs0OwfS,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neither Agree or Disagree,Disagree,-5,10,25,20,-20,12,5,10,4,-14,-21,22,-19,35,-47,37,32,31,36,37,7,24,20,10,-10,11,20,21,20,20,,,,,,,,,,21,36,-12,Slightly Surprised,Not Surprised,Somewhat Surprised,20,24,31,7,17,-18,21,18,18,20,1,-29,31,-44,31,30,33,31,32,21,10,-9,6,9,6,-3,-10,I liked the inclusion of the essays,"I wish it was formatted to focus on one issue at a time. Universal health care, then death penalty, then AI",6,18,Female,Caucasian/White,Freshman,,91603
2024-09-25 12:12:32,2024-09-25 12:33:43,IP Address,161.130.189.210,100,1270,True,2024-09-25 12:33:43,R_5WbKB7su8GROOOJ,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Agree,Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,10,1,20,13,-9,1,-7,0,0,0,11,17,8,11,-5,0,-17,-12,-9,-12,-6,12,13,16,-17,8,-13,-15,-18,-15,,,,,,,,,,8,9,1,Surprised,Surprised,Surprised,-13,9,0,6,9,-11,9,6,9,2,4,5,12,-9,-1,-3,-6,-7,-7,-3,-2,-11,13,-7,-9,-12,-9,The questions were very specific and easy to answer,May of the question were very similar,11,20,Female,Caucasian/White,Sophmore,,92009
2024-09-25 12:36:18,2024-09-25 12:43:37,IP Address,161.130.189.242,100,439,True,2024-09-25 12:43:38,R_38HyA33iLbMi01l,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Disagree,Strongly Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,36,-40,28,25,5,25,25,28,26,29,31,-29,36,-16,4,36,26,32,31,34,11,16,32,14,14,15,19,5,13,40,30,27,-11,Slightly Surprised,Slightly Surprised,Somewhat Surprised,19,19,-29,,,,,,,,,,19,19,23,21,26,25,33,46,29,-20,9,27,37,34,28,37,-24,-23,-24,38,23,30,-2,17,"I like how diverse it was ","I didn’t like how repetitive it was ",11,18,Female,Caucasian/White,Other,,91721
2024-09-25 12:52:57,2024-09-25 13:00:44,IP Address,161.130.189.237,100,467,True,2024-09-25 13:00:45,R_63R15dIaiqrnyfL,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Neither Agree or Disagree,Disagree,Disagree,Neither Agree or Disagree,Disagree,19,13,11,18,-15,15,14,-17,-10,13,-31,37,-10,30,-43,21,23,25,25,20,-18,33,13,25,-20,-10,-6,-8,-11,-13,,,,,,,,,,28,-20,-45,Slightly Surprised,Somewhat Surprised,Slightly Surprised,20,-12,11,22,13,-29,14,6,-2,7,5,-45,44,-37,31,28,32,24,29,-6,11,-11,0,2,2,9,2,I liked the different perspectives from 2018,none,6,21,Female,Caucasian/White,Senior,,92170
2024-09-25 13:00:41,2024-09-25 13:20:55,IP Address,161.130.189.249,100,1213,True,2024-09-25 13:20:55,R_5fH5kt9f89qbDzi,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,50,19,26,50,-12,26,50,6,49,44,-17,28,-10,5,32,3,10,10,11,14,30,37,-4,20,-22,-29,-29,-28,-27,-25,50,-19,10,Not Surprised,Somewhat Surprised,Somewhat Surprised,50,5,16,,,,,,,,,,50,40,-50,31,38,30,36,43,-20,39,-48,23,28,30,-12,-9,24,-12,36,22,25,15,17,8,I liked the different questions that were being asked. It made me think about my stance on certain issues.,"I was a little confused on what some of the questions were asking and why some questions were repeated. ",5,18,Female,Caucasian/White,Freshman,,92153
2024-09-25 13:20:10,2024-09-25 13:24:55,IP Address,67.6.183.142,100,285,True,2024-09-25 13:24:56,R_3SoB6epYx3vqz5e,,,,,38.9336,-92.363,anonymous,EN,Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,50,50,-40,37,-43,38,39,50,50,50,-39,-20,20,21,-9,13,14,17,10,12,26,20,33,-21,22,0,0,0,0,0,,,,,,,,,,10,-10,0,Surprised,Slightly Surprised,Surprised,41,-30,5,50,26,-24,37,36,38,10,12,-14,11,-19,17,21,24,28,25,16,11,-10,15,12,11,9,7,everything,SONA credit granting,7,32,Male,Asian/Pacific Islander,Other,,63483
2024-09-25 12:58:47,2024-09-25 13:28:48,IP Address,161.130.189.214,100,1800,True,2024-09-25 13:28:49,R_5vXWz7GpCLR4eVX,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Disagree,39,22,28,31,-32,49,31,-22,31,-7,42,24,21,32,-46,50,32,37,37,42,26,22,31,33,-50,36,-10,-22,17,-11,,,,,,,,,,30,27,33,Somewhat Surprised,Surprised,Very Surprised,28,40,43,38,28,-50,-50,19,21,21,24,42,45,-50,39,29,37,37,37,31,35,-50,38,-14,-14,-18,-18,"I liked that I got to choose how the options were morally important to me and read from essays. ","Some topics I view as more ethically important than others. ",10,18,Female,Caucasian/White,Freshman,,92262
2024-09-25 13:04:09,2024-09-25 13:29:10,IP Address,161.130.189.246,100,1500,True,2024-09-25 13:29:10,R_3m9xNsWlHEL7are,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,31,25,-20,31,-32,11,24,27,22,23,20,41,1,33,-42,33,15,15,20,22,11,40,1,41,-31,32,11,12,5,8,32,20,20,Not Surprised,Slightly Surprised,Slightly Surprised,42,31,36,,,,,,,,,,41,33,-27,9,20,21,24,17,29,36,-47,35,22,25,34,29,24,16,-32,18,18,23,19,21,I liked that others' stances were shown on the topics given.,"No challenges, just tough to pinpoint exactly where my stance was, as it was somewhat grey.",5,18,Female,Caucasian/White,Freshman,,92492
2024-09-25 12:56:04,2024-09-25 13:37:27,IP Address,161.130.190.26,100,2483,True,2024-09-25 13:37:28,R_74otHdWcvJQZI5P,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,20,0,20,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,7,34,16,21,0,4,1,11,8,11,10,6,1,Somewhat Surprised,Surprised,Somewhat Surprised,23,17,28,,,,,,,,,,13,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,9,1,1,1,1,1,1,2,"I liked how simple the exercise was. ",A challenge I had with the exercise is that was wasn't fully educated on the topics.,8,18,Female,Caucasian/White,Freshman,,92228
2024-09-25 13:41:49,2024-09-25 13:47:17,IP Address,161.130.189.235,100,328,True,2024-09-25 13:47:18,R_5CK391tMlZlvNaA,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,20,2,3,21,1,1,1,1,11,10,-12,4,5,15,-17,6,-2,-2,-2,9,-50,21,-14,23,-32,5,5,3,8,5,,,,,,,,,,9,7,-26,Surprised,Not Surprised,Very Surprised,30,-13,-27,18,18,-12,9,5,5,4,4,-15,18,-13,5,2,6,6,5,-50,24,-23,14,5,6,10,9,I enjoyed reading the essays before answering the questions.,I had to look some words up to make sure I understood what they meant.,9,18,Female,Caucasian/White,Freshman,,92309
2024-09-25 15:58:29,2024-09-25 16:16:11,IP Address,161.130.189.204,100,1062,True,2024-09-25 16:16:12,R_3wBonfWPKmgbit6,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,41,35,-40,35,-25,35,39,35,30,30,-10,-20,11,9,-20,0,0,10,10,10,10,20,30,20,-10,10,0,5,0,0,20,10,5,Surprised,Very Surprised,Very Surprised,44,32,45,,,,,,,,,,45,35,-16,25,15,24,15,15,-10,8,-8,11,7,6,6,5,34,15,-10,13,12,10,10,10,I liked that it showed how American's felt about the topics in 2018.,"Some challenges I had were understanding some of the questions. I had to reread them to understand. ",7,18,Female,Caucasian/White,Freshman,,91848
2024-09-25 16:58:12,2024-09-25 17:15:59,IP Address,199.187.162.200,100,1066,True,2024-09-25 17:15:59,R_3e2UiO7CsvLsjhC,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Agree,Strongly Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Disagree,-10,26,-9,25,-21,15,-12,-21,-12,-11,-10,36,-24,29,-36,29,23,19,2,6,-8,16,7,6,-6,-4,0,0,0,0,-8,4,-17,Somewhat Surprised,Somewhat Surprised,Surprised,33,26,30,,,,,,,,,,-13,9,-17,12,16,14,9,7,-19,25,-24,26,27,17,11,12,-17,8,-13,9,7,10,9,8,It was thought provoking.,Imagining what most people would think about an issue.,8,46,Female,Caucasian/White,Junior,,92141
2024-09-25 17:11:10,2024-09-25 17:29:15,IP Address,161.130.189.201,100,1084,True,2024-09-25 17:29:16,R_3EnSos3aerLonYV,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,Disagree,Disagree,Disagree,Neither Agree or Disagree,Strongly Agree,35,30,15,30,-30,10,35,30,30,30,-25,40,30,50,-50,50,40,40,50,50,-41,35,-10,-35,35,36,-30,50,50,50,,,,,,,,,,10,20,-45,Somewhat Surprised,Slightly Surprised,Not Surprised,30,-30,-15,40,30,-30,40,50,45,40,40,-30,50,-50,50,50,50,50,50,-41,39,-39,30,30,40,30,35,I enjoyed being shown the actual data after I had made my prediction.,Recalling the events in the year 2018 as I was in middle school at that point in time.,5,18,Male,Caucasian/White,Freshman,,91644
2024-09-25 11:43:06,2024-09-25 17:46:35,IP Address,161.130.190.22,100,21809,True,2024-09-25 17:46:36,R_2xLd0ACDoToPPr3,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,20,-1,18,18,-7,9,17,14,50,12,-16,8,-8,-10,34,11,15,17,11,13,-16,30,-10,-11,17,-17,-13,18,-14,-17,10,-20,-21,Slightly Surprised,Surprised,Very Surprised,31,12,32,,,,,,,,,,15,25,-18,14,13,19,11,15,-16,-13,14,-12,17,17,17,18,-14,-18,18,-12,9,15,14,7,"It talked about three topics that people could have varying opinions on. ","Feeling like some of the questions where very similar/asking the same thing. ",6,18,Female,Caucasian/White,Freshman,,91152
2024-09-25 14:36:47,2024-09-25 17:46:36,IP Address,67.6.183.142,100,11389,True,2024-09-25 17:46:37,R_7OyCSe4L8Oazavv,,,,,38.9336,-92.363,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0,1,1,1,1,1,2,2,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,,,,,,,,,,1,1,1,Slightly Surprised,Somewhat Surprised,Somewhat Surprised,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,aaaaaaaaaa,aaaaaaaaaaa,8,22,Male,African-American/Black,Freshman,REFUSE,63483
2024-09-25 17:52:31,2024-09-25 17:53:54,IP Address,67.6.183.142,100,83,True,2024-09-25 17:53:55,R_52LfccDf91hQCaE,,,,,38.9336,-92.363,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-2,0,0,0,0,0,0,0,-3,0,-1,-1,-1,Very Surprised,Very Surprised,Very Surprised,-1,-1,-1,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,a,a,9,22,Male,Hispanic/Latino(a),Other,REFUSE,63483
2024-09-25 18:23:22,2024-09-25 18:37:21,IP Address,161.130.189.222,100,838,True,2024-09-25 18:37:21,R_5HuWkQk3sIIBg0p,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Neither Agree or Disagree,Agree,-6,21,-32,11,-10,24,-4,14,12,13,36,22,-10,31,-27,25,27,22,27,16,-34,31,-7,-16,-9,11,12,34,19,13,,,,,,,,,,4,44,-6,Not Surprised,Somewhat Surprised,Surprised,50,34,39,-8,10,10,7,6,2,-5,6,50,50,-28,35,42,41,41,40,-19,18,-14,24,27,22,7,8,"I liked how this exercise asked a set of questions, gave statistics, and then asked the questions again.",Analyzing how I feel about topics.,11,18,Female,Caucasian/White,Freshman,,91495
2024-09-25 19:01:16,2024-09-25 19:13:01,IP Address,161.130.189.222,100,704,True,2024-09-25 19:13:02,R_3uU4w0BpsdV5Dgl,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,-14,21,-30,20,22,31,11,13,25,16,50,24,-50,50,-50,42,39,40,46,47,-14,11,8,10,-11,18,-11,13,16,17,29,26,14,Not Surprised,Slightly Surprised,Somewhat Surprised,42,28,37,,,,,,,,,,-12,25,-40,20,16,18,22,16,50,50,-42,40,44,50,37,38,-9,13,-21,23,16,39,12,13,I liked how it informed me about the satistics of American's beliefs.,It was hard deciphering my opinions.,28,18,Female,Caucasian/White,Freshman,,91495
2024-09-25 19:58:44,2024-09-25 20:14:21,IP Address,161.130.189.240,100,937,True,2024-09-25 20:14:22,R_3kH7Y5fHVPK6hyU,,,,,38.9361,-92.3056,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Disagree,Agree,Neither Agree or Disagree,Agree,Strongly Agree,50,30,50,50,0,0,50,50,0,0,50,30,20,50,0,0,50,50,25,35,50,50,45,0,0,0,0,0,0,0,,,,,,,,,,30,40,40,Not Surprised,Not Surprised,Not Surprised,45,40,50,45,50,0,0,50,50,0,0,50,50,-50,50,50,50,50,50,50,0,0,0,0,0,0,0,"I liked how many people agreed within the survey, that most of the choices were for and not against the reforms",seeing how AI is a ethical problem as i see it more as a tool to be used like a hammer and a nail,8,19,Male,Caucasian/White,Freshman,,91708
2024-09-25 20:48:07,2024-09-25 21:01:13,IP Address,161.130.190.23,100,785,True,2024-09-25 21:01:13,R_70jHDCLXMNqJqfd,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,6,-38,21,13,8,10,10,10,13,18,-39,15,-21,-17,-7,14,17,36,33,12,25,50,-21,26,12,20,10,11,-13,17,,,,,,,,,,26,-29,27,Not Surprised,Not Surprised,Not Surprised,48,13,24,26,17,-9,18,27,30,23,23,-16,-15,12,19,27,13,9,17,35,11,-18,11,12,14,18,24,"easy to read questions ",nothing,10,18,Female,Caucasian/White,Freshman,,92359
2024-09-25 13:34:54,2024-09-25 23:28:12,IP Address,161.130.189.230,100,35598,True,2024-09-25 23:28:13,R_1GOLPPRHPti42Rj,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,27,-8,0,15,-13,1,12,17,1,3,13,-13,7,7,-1,-3,8,-6,3,-9,-14,14,-7,15,-50,-9,-14,9,8,13,6,-8,-23,Somewhat Surprised,Surprised,Surprised,-8,-20,-41,,,,,,,,,,-8,14,-15,3,-3,1,1,-11,21,-11,3,-11,1,1,41,-25,-50,-50,18,-26,-7,7,-9,14,It was interesting,JUst a lot to take in with the essays.,8,18,Female,Caucasian/White,Freshman,,92149
2024-09-25 23:28:25,2024-09-25 23:31:39,IP Address,161.130.189.230,100,194,True,2024-09-25 23:31:40,R_320kS60QT7niPJv,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,9,11,8,17,13,5,6,7,8,7,-12,10,7,-15,13,-7,10,6,14,5,12,12,-12,5,6,8,-15,-6,5,6,23,15,-11,Somewhat Surprised,Surprised,Somewhat Surprised,17,-17,10,,,,,,,,,,25,20,13,5,10,9,5,6,15,16,12,18,9,10,7,8,17,15,12,10,4,5,5,6,I thought it was interesting,Lots of essays and I forgot stuff,8,18,Female,Caucasian/White,Freshman,,92149
2024-09-26 13:55:43,2024-09-26 14:09:09,IP Address,161.130.190.7,100,805,True,2024-09-26 14:09:09,R_32Q6f4IQ73x3tnE,,,,,38.9361,-92.3056,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Disagree,Agree,Neither Agree or Disagree,30,0,30,10,0,0,0,0,0,0,-10,-10,20,10,0,6,15,20,1,2,0,30,20,10,20,31,20,0,-5,-15,40,20,21,Not Surprised,Not Surprised,Not Surprised,30,40,50,,,,,,,,,,31,30,0,34,11,31,33,19,33,21,30,1,14,21,31,38,50,6,18,4,-10,-5,13,25,How I was able to read about what people thought after first answering the questions then having a chance to change my answers,"understanding what the questions were asking ",6,19,Female,Caucasian/White,Freshman,,92415
2024-09-26 17:29:45,2024-09-26 17:43:53,IP Address,67.6.123.214,100,848,True,2024-09-26 17:43:54,R_3BKLGMj2tNhFxBL,,,,,38.9336,-92.363,anonymous,EN,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,20,13,44,23,9,-17,18,20,13,29,-18,28,39,16,8,13,15,33,31,22,-29,42,35,39,-29,-28,21,26,30,26,,,,,,,,,,40,20,5,Not Surprised,Slightly Surprised,Surprised,50,10,26,36,40,-20,-26,25,27,36,29,39,30,-37,-30,-14,15,33,29,25,30,-11,13,20,14,32,34,I liked reading the essays to learn about a different perspective.,Some of the wording in the questions were hard to understand.,8,18,Male,Caucasian/White,Freshman,,92160
2024-09-27 10:30:15,2024-09-27 10:42:46,IP Address,161.130.189.194,100,750,True,2024-09-27 10:42:47,R_57dKqJU9T6YvtBL,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,0,10,1,22,-26,0,0,5,0,0,25,20,-16,30,-20,-2,1,50,50,50,11,36,1,50,0,28,8,15,15,15,,,,,,,,,,20,30,8,Somewhat Surprised,Somewhat Surprised,Somewhat Surprised,9,31,8,9,13,6,11,5,19,20,20,30,20,-26,26,50,50,50,50,11,10,15,13,11,36,50,36,"these were some ideas that I haven't thought about in a while and I am somewhat knowledgeable and passionate about ",none,11,18,Male,Caucasian/White,Freshman,,91962
2024-09-27 10:14:54,2024-09-27 11:12:10,IP Address,161.130.189.200,100,3436,True,2024-09-27 11:12:11,R_1QPDxcIO4uTz8t2,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,17,-18,12,21,-9,-9,-23,-19,3,-1,11,14,16,6,0,8,5,6,4,4,10,7,17,12,-14,1,-11,-10,4,4,0,8,9,Slightly Surprised,Somewhat Surprised,Somewhat Surprised,0,9,9,,,,,,,,,,1,17,-16,-7,14,10,8,7,9,7,-13,11,17,12,12,9,11,19,-10,12,-4,10,11,12,I liked that it asked more in depth questions about your perspective on each question.,I had trouble with the health penalty section because I honestly am unsure on my stance of it because I am unsure if we should have rehabilitation for those rather than receiving the death penalty.,8,19,Male,Caucasian/White,Freshman,,92514
2024-09-27 12:52:43,2024-09-27 13:00:42,IP Address,161.130.189.223,100,479,True,2024-09-27 13:00:43,R_6TI93hhnoKkUeEZ,,,,,38.9361,-92.3056,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,19,39,27,25,-31,18,30,18,27,35,16,40,17,36,-30,16,-28,-11,-21,-10,25,50,-31,-50,41,-35,-37,-42,-30,-17,,,,,,,,,,26,-21,45,Very Surprised,Very Surprised,Very Surprised,-31,43,-44,-19,26,-39,42,-38,38,-47,38,-25,42,-31,30,-44,34,-38,38,50,-33,19,-22,27,-27,35,-34,I liked the topics,It was hard to determine what my moral beliefs are,10,19,Female,Caucasian/White,Freshman,,92300
2024-09-27 13:33:49,2024-09-27 13:48:25,IP Address,161.130.189.232,100,875,True,2024-09-27 13:48:25,R_3cirzia8ID3MBNY,,,,,38.9361,-92.3056,anonymous,EN,Agree,Neither Agree or Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,45,20,25,30,-10,10,30,30,35,35,-25,15,20,30,-40,30,30,30,30,30,-50,35,-20,30,-30,30,40,35,35,35,30,35,-35,Slightly Surprised,Not Surprised,Very Surprised,35,40,35,,,,,,,,,,30,40,-35,30,35,35,35,35,15,35,-40,30,30,30,25,25,-30,30,-40,30,30,30,25,25,"I liked the essays and the results to the polls about the populations opinions. ",I did not have any challenges.,4,18,Female,Caucasian/White,Freshman,,92337
2024-09-27 14:50:49,2024-09-27 15:21:28,IP Address,208.191.44.45,100,1839,True,2024-09-27 15:21:29,R_7eoPlPRApd7pFrr,,,,,39.7388,-104.9868,anonymous,EN,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,40,12,15,36,-30,13,-26,-17,38,19,-50,34,-50,39,-30,47,8,31,20,33,-26,22,10,30,-45,46,33,7,20,34,,,,,,,,,,26,-20,-32,Somewhat Surprised,Very Surprised,Slightly Surprised,27,-32,-40,50,42,-41,45,30,29,18,32,-44,40,-39,36,19,34,21,39,-28,39,-48,41,11,20,30,14,I liked the section where it gave the real statistics from past surveys in 2018 in comparison.,"I would have liked to see more examples of each subject to put it into perspective, like the essays.",5,18,Female,Caucasian/White,Freshman,,92458
2024-09-27 15:23:52,2024-09-27 15:47:33,IP Address,161.130.189.226,100,1421,True,2024-09-27 15:47:34,R_3exTmcHwY6k8H2C,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,50,20,10,50,-30,40,50,35,50,30,-20,30,25,40,-40,50,50,40,50,45,-30,20,20,30,40,35,25,25,25,25,40,-10,10,Not Surprised,Slightly Surprised,Very Surprised,50,-10,10,,,,,,,,,,50,50,-50,30,30,30,35,35,-10,30,-50,20,35,35,35,30,10,25,-30,20,25,20,30,35,I liked the poles and results for the population.,"I did not have any challenges. ",3,18,Female,Caucasian/White,Freshman,,92337
2024-09-27 19:11:10,2024-09-27 19:22:33,IP Address,161.130.190.26,100,682,True,2024-09-27 19:22:34,R_1choKkwn4hA0X36,,,,,38.9361,-92.3056,anonymous,EN,Agree,Agree,Agree,Neither Agree or Disagree,Disagree,Agree,Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Agree,10,-22,-14,20,-25,12,-13,-13,1,2,11,-20,26,15,-16,25,-8,12,1,1,37,49,16,23,13,39,-24,-23,-24,-25,,,,,,,,,,15,17,-27,Slightly Surprised,Not Surprised,Not Surprised,26,37,-25,16,33,-25,27,-25,-27,-24,-18,24,23,-32,24,-26,-25,-25,-24,-10,11,-16,37,-25,-25,-24,-24,"Things I liked about this exercise is that I could answer with my opinion on whether or not I disagreed with the prompt or agreed with it. ","During this exercise the challenges I had to face was putting my beliefs into a this survey and answering truthfully. ",11,18,Female,Caucasian/White,Freshman,,91139
