StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q146_1,Q146_2,Q146_3,Q146_4,UTIL_1,UTIL_2,UTIL_3,UTIL_4,UTIL_5,UTIL_6,DEON_1,DEON_2,DEON_3,DEON_4,DEON_5,DEON_6,Post_Int_1_10,Post_Int_2_1,Post_Int_3_1,Post_Int_4_1,Q114_1,Q114_2,Q114_3,Q114_4,Q116_10,Q117_1,Q118_1,Q119_1,Q121_1,Q121_2,Q121_3,Q121_4,High_Like_Free_R,High_Hard_Free_R,Pol_High_1,Age_High,Gender_High,Race_High,School_High,Q163_10,Q164_1,Q165_1,Q166_1,Q169_1,Q169_2,Q169_3,Q169_4,Q171_10,Q172_1,Q173_1,Q174_1,Q176_1,Q176_2,Q176_3,Q176_4,Low_Like_Free_R,Low_Hard_Free_R,Pol_Low_1,Age_Low,Gender_Low,Race_Low,School_Low,SILS_1_1,SNS_1_1,SNS_2_1,SNS_3_1,SNS_4_1,SNS_5_1,SNS_6_1,SNS_7_1,SNS_8_1,NZ1_A_5,NZ1_A_6,NZ1_A_17,NZ1_A_24,NZ1_A_25,NZ1_B_5,NZ1_B_6,NZ1_B_17,NZ1_B_24,NZ1_B_25,NZ5_A_5,NZ5_A_6,NZ5_A_17,NZ5_A_24,NZ5_A_25,NZ5_B_5,NZ5_B_6,NZ5_B_17,NZ5_B_24,NZ5_B_25,RNS_1,RNS_2,RNS_3,RNS_4,RNS_5,RNS_6,RNS_7,RNS_8,id
2023-09-05 19:41:03,2023-09-05 19:48:42,0,161.130.189.237,100,458,1,2023-09-05 19:48:42,R_2WSdVQihueebMjp,,,,,38.9361,-92.3056,anonymous,EN,90,50,60,100,4,4,5,4,5,5,2,2,4,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,88,70,50,100,5,3,4,1,70,45,49,100,90,40,60,100,I liked how you brought up the past surgery from 2018 and asked for our reactions. I also like how you made the questions simple and easy to understand.,I didn't have any.,10,18,2,1,1,4,4,5,3,3,5,2,2,4,0.014,0.083,0.158,0.282,0.511,0.569,0.693,0.814,0.859,0.955,0.092,2.866,5,5,5,5,5,5,5,5,,,,,,,,,88173
2023-09-06 17:00:00,2023-09-06 17:15:55,0,161.130.189.199,100,954,1,2023-09-06 17:15:56,R_szKNUPYvunYOmAx,,,,,38.9361,-92.3056,anonymous,EN,73,51,2,100,4,4,4,4,4,4,2,2,3,3,4,3,35,50,60,85,4,4,4,1,70,90,60,93,72,80,2,100,I enjoyed getting the actual statistics back from 2018 because I feel like I was able to actually learn more about society than I thought I already knew.,I felt as though some topics i knew hardly anything about so I had to do with what little knowledge I had on a subject to answer a question,6,18,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,6,6,4,6,1,5,0.111,0.176,0.245,0.397,0.507,0.477,0.634,0.724,0.889,0.945,0.127,0.577,1.197,1.669,2.528,2.761,3.063,3.225,3.606,4.387,,,,,,,,,88453
2023-09-07 08:48:53,2023-09-07 08:59:58,0,161.130.189.220,100,665,1,2023-09-07 08:59:59,R_2c87yM9m0HrHy3q,,,,,38.9361,-92.3056,anonymous,EN,35,20,10,0,4,4,4,3,3,4,3,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,20,10,10,0,1,2,2,1,70,55,40,100,50,10,10,100,I like how it brought up studies and news I remember hearing years ago.,I misread the question about forced labor and slavery in the start of the exercise. I meant to put it on 100.,,,,,1,1,4,4,4,5,3,3,2,5,0.044,0.124,0.261,0.368,0.511,0.594,0.742,0.751,0.817,0.897,0.049,0.345,1.176,1.162,2.275,2.697,3.338,3.113,4.43,4.592,,,,,,,,,88233
2023-09-08 10:05:36,2023-09-08 10:17:31,0,161.130.189.243,100,714,1,2023-09-08 10:17:32,R_1obwbpQHAZwBrSR,,,,,38.9361,-92.3056,anonymous,EN,69,100,35,100,4,4,5,4,5,5,1,1,3,3,4,2,89,100,57,100,1,2,5,1,28,100,71,100,31,100,29,100,"being able to see what other people thought about ""hot topics"" about our country",trying to estimate what is going on in other people's minds,7,19,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,5,3,6,6,1,4,0.039,0.138,0.223,0.37,0.485,0.569,0.621,0.71,0.807,0.927,0.014,0.092,0.514,0.296,0.81,2.268,2.634,2.88,3.62,4.394,,,,,,,,,89267
2023-09-08 21:02:54,2023-09-08 21:26:52,0,161.130.189.254,100,1438,1,2023-09-08 21:26:53,R_3KCuCofiHUPXvdT,,,,,38.9361,-92.3056,anonymous,EN,82,61,8,92,5,5,5,4,5,5,2,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,59,59,29,19,5,3,4,1,72,60,19,99,94,93,5,100,"I liked thinking and reflecting on what the general public's opinion is at certain times in recent history. News comes and things change so fast, it's good to think about the political landscape and how quickly things can happen.","Remember what certain topics were like in certain years, and what the public's opinion was.",6,19,2,1,2,3,5,5,5,6,5,3,3,5,0.014,0.103,0.221,0.339,0.503,0.527,0.661,0.746,0.851,0.976,0.077,0.155,0.563,0.852,1.894,2,2.472,2.549,3.915,4.599,,,,,,,,,88361
2023-09-08 21:23:48,2023-09-08 21:44:34,0,161.130.189.204,100,1245,1,2023-09-08 21:44:35,R_3OpEhCubHoymRup,,,,,38.9361,-92.3056,anonymous,EN,100,95,0,100,4,4,5,5,5,5,2,3,1,1,4,2,81,50,45,100,1,4,5,1,85,80,70,100,100,100,0,100,I liked being able to look back at the big-picture American opinion and guess whether or not it has changed.,I wasn't sure how strongly polarized certain dividing topics (such as the death penalty) would be.,3,18,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,6,3,4,1,6,0.008,0.104,0.194,0.356,0.515,0.573,0.646,0.71,0.835,0.962,0.013,0.563,1.274,1.401,2.64,2.999,3.358,3.57,4.26,4.647,,,,,,,,,89727
2023-09-10 14:05:29,2023-09-10 14:25:12,0,128.206.216.232,100,1182,1,2023-09-10 14:25:13,R_1gjbCBeulWqeBVl,,,,,38.9336,-92.363,anonymous,EN,70,100,75,100,5,4,3,3,4,5,2,2,3,2,3,4,50,90,60,100,3,1,4,1,75,91,75,100,80,100,50,100,I could see the results of Americans and see their outlook on these problems,Finding just the right number on how much I agreed,8,18,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,5,5,5,5,1,5,0.077,0.152,0.311,0.401,0.503,0.631,0.717,0.82,0.896,0.948,0.021,0.106,1.338,1.951,3.113,2.401,2.979,2.754,4.155,4.373,,,,,,,,,88888
2023-09-10 16:00:56,2023-09-10 16:19:49,0,108.199.189.49,100,1132,1,2023-09-10 16:19:50,R_3ErFJgoHx95EVwp,,,,,38.7401,-90.6218,anonymous,EN,0,100,0,100,3,3,2,2,2,4,4,5,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,60,50,52,100,4,3,4,1,52,53,36,95,0,93,0,100,It was very interesting to see what peoples' perception was back in 2018.,I didn't have any challenges with the exercise.,9,32,1,"1,5",3,3,2,2,4,3,6,5,2,5,0.024,0.187,0.376,0.359,0.472,0.68,0.879,0.897,0.949,0.952,0.07,0.254,0.831,4.472,4.521,3.599,3.746,4.38,4.782,4.93,,,,,,,,,89677
2023-09-10 18:47:22,2023-09-10 18:59:53,0,71.36.203.11,100,750,1,2023-09-10 18:59:53,R_1l4scIFSwvLK6we,,,,,38.9336,-92.363,anonymous,EN,61,44,58,100,4,4,5,4,5,4,2,2,3,4,2,3,70,53,37,93,1,3,5,1,78,83,60,99,69,46,60,100,It was easily understandable,Attempting to estimate what the entire nation believes was kind of difficult.,10,20,2,"1,4",2,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,5,5,1,5,0.018,0.156,0.252,0.352,0.511,0.556,0.624,0.694,0.786,0.975,0,0.415,1.232,1.331,2.718,2.528,2.859,3.127,3.535,3.754,,,,,,,,,88182
2023-09-11 11:21:55,2023-09-11 11:36:39,0,161.130.189.214,100,884,1,2023-09-11 11:36:40,R_1InLC4rQrcTuAqY,,,,,38.9361,-92.3056,anonymous,EN,100,100,14,100,3,5,5,4,5,4,2,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,43,33,55,87,3,2,4,1,65,55,32,100,100,100,5,100,"One, I think it reminded me of my beliefs and what I feel so passionate about. And two, I think it showed me how difficult it is to have people stray away from traditional beliefs and adapt with society","I struggled guessing what percentage others believed in, but after and seeing the results, it was still really cool to see.",4,18,2,1,1,4,5,6,4,6,5,4,3,5,0.038,0.134,0.211,0.321,0.507,0.575,0.687,0.81,0.846,0.924,0.056,0.415,1.056,1.592,1.669,2.373,2.458,3.056,4.338,4.648,,,,,,,,,88553
2023-09-11 13:12:56,2023-09-11 13:31:22,0,161.130.189.200,100,1106,1,2023-09-11 13:31:23,R_3Op7530WYwOsn4Y,,,,,38.9361,-92.3056,anonymous,EN,90,42,10,100,4,3,4,2,4,5,1,4,2,1,4,2,40,10,5,0,2,3,4,1,85,90,40,100,90,40,20,100,The discussion of relevant issues and how Americans stand on those issues,"I read some of the questions wrong, so some of my answers aren't correct to what I believe ",7,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,4,2,5,3,3,3,0.03,0.261,0.675,0.176,0.523,0.523,0.679,0.759,0.825,0.923,0.472,3.507,0.493,1.852,0.324,1.824,3.859,0.5,3.014,1.127,,,,,,,,,89452
2023-09-11 14:41:52,2023-09-11 14:48:04,0,104.28.50.72,100,372,1,2023-09-11 14:48:05,R_z9a6BbKONawqit3,,,,,39.1027,-94.5778,anonymous,EN,100,100,22,100,4,4,5,5,2,4,2,5,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,37,39,71,100,1,1,2,1,84,87,6,100,100,100,7,100,"I liked predicting the results. ","none ",5,18,2,"1,5",1,4,4,4,3,5,6,2,1,5,0.061,0.128,0.272,0.235,0.514,0.577,0.777,0.711,0.761,0.755,0.88,3.183,3.768,5,5,1.141,3.345,1.831,3.704,4.606,,,,,,,,,89320
2023-09-11 18:36:39,2023-09-11 18:46:19,0,161.130.189.250,100,579,1,2023-09-11 18:46:20,R_24BpyS9kSIUdhgN,,,,,38.9361,-92.3056,anonymous,EN,90,90,0,100,5,4,5,3,5,5,4,4,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,61,35,15,100,2,1,2,1,35,20,35,100,91,81,0,100,"I think it was interesting to see what I thought people's thoughts were in 2018 and liked seeing the actual results. ",None,6,18,2,1,1,4,3,4,6,4,3,5,4,4,0.076,0.164,0.242,0.281,0.491,0.615,0.754,0.743,0.776,0.916,0.469,0.744,1.434,1.878,2.582,1.864,2.744,2.765,3.991,4.075,,,,,,,,,88995
2023-09-12 07:44:15,2023-09-12 07:49:06,0,128.206.216.159,100,290,1,2023-09-12 07:49:07,R_32LzCYhdknBzByV,,,,,38.9336,-92.363,anonymous,EN,85,81,52,100,4,4,4,3,2,4,4,3,3,4,4,3,84,80,51,100,4,3,4,1,82,85,92,100,87,92,81,100,"It gave me a chance to think about an issue and then compare my thoughts to the thoughts of others to try and think about how opinions do differ for situations. ","I wish I could've gotten reasoning behind some of the choices or why those percentages were the way they were. Having background would have allowed me to gain a more well rounded opinion. ",7,19,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,5,5,5,5,0.017,0.097,0.206,0.421,0.532,0.676,0.742,0.711,0.71,0.714,0.232,3.387,5,5,5,3.944,3.204,3.746,4.676,2.986,,,,,,,,,88507
2023-09-12 12:09:31,2023-09-12 12:22:04,0,52.124.38.233,100,753,1,2023-09-12 12:22:05,R_2D7CmuwlkCDFnAL,,,,,38.9361,-92.3056,anonymous,EN,82,100,50,100,3,4,5,2,3,5,2,3,4,3,3,3,60,80,58,100,1,1,4,1,90,99,43,99,100,100,58,100,"I like the set up of the survey, it was easy to follow. ","I had trouble comprehending what is was asking me sometimes. ",4,21,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,4,3,4,2,3,0.038,0.165,0.238,0.265,0.544,0.583,0.73,0.823,0.845,0.969,0.085,3.176,0,0,0.007,0.049,0.049,0.049,0.049,0.049,,,,,,,,,88336
2023-09-13 13:07:32,2023-09-13 13:28:55,0,161.130.189.249,100,1282,1,2023-09-13 13:28:56,R_2E4x9NdnHb67n3d,,,,,38.9361,-92.3056,anonymous,EN,100,100,5,100,1,2,5,2,4,5,2,4,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,65,40,45,98,4,1,1,1,45,52,50,97,100,90,10,100,"I liked that it gave the results of what the original survey taken in 2018 were, instead of just asking me what I thought they were.","I think it would be good to define ""ethical"" before having participants answer. I don't think everyone has the same personal definition for it. ",5,24,2,1,2,4,3,3,2,5,5,5,1,5,0.027,0.076,0.244,0.358,0.5,0.615,0.687,0.762,0.835,0.925,0.028,0.585,0.986,1.408,2.303,3.007,3.204,3.627,4.148,4.711,,,,,,,,,89429
2023-09-13 13:32:03,2023-09-13 13:35:14,0,161.130.189.244,100,191,1,2023-09-13 13:35:16,R_2CTkfwVKDL3tPBo,,,,,38.9361,-92.3056,anonymous,EN,72,76,76,81,3,3,3,3,3,3,3,4,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,74,69,90,80,3,4,3,4,69,67,76,64,57,69,75,69,"I learned many different stratagies. ","Some of the vocab was difficult. ",11,18,2,1,1,3,4,5,5,5,4,5,4,5,0.698,0.725,0.793,0.828,0.841,0.703,0.779,0.741,0.839,0.903,3.287,3.745,3.731,3.963,4.21,3.372,3.541,3.745,3.999,4.168,,,,,,,,,89330
2023-09-13 13:37:45,2023-09-13 13:45:27,0,161.130.189.241,100,461,1,2023-09-13 13:45:28,R_3iKMdBtRFgKmW4x,,,,,38.9361,-92.3056,anonymous,EN,50,82,67,100,5,5,5,5,5,5,2,3,2,2,4,4,51,67,58,100,1,2,1,1,100,91,45,100,68,64,67,100,"I liked seeing the real results from surveys after I had guessed their responses. ","I did not have any challenges with the exercise. ",6,18,2,"1,5",1,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,5,6,4,2,1,5,0.054,0.121,0.242,0.424,0.503,0.544,0.617,0.724,0.806,0.948,0.169,0.338,0.789,1.655,2.451,3.387,3.296,2.669,4.042,4.662,,,,,,,,,89499
2023-09-13 20:03:08,2023-09-13 20:13:14,0,161.130.189.223,100,605,1,2023-09-13 20:13:15,R_1Ff84Es3n7BKiDw,,,,,38.9361,-92.3056,anonymous,EN,74,42,0,100,4,4,4,4,4,4,2,4,2,2,3,4,36,45,31,84,3,4,4,1,73,75,66,100,74,72,0,100,seeing the actually statistics right after submitting them,guessing how other people felt,6,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,1,5,1,5,0.031,0.146,0.251,0.372,0.525,0.659,0.708,0.772,0.83,0.965,0.063,0.423,0.57,1.359,2.303,2.648,3.169,3.507,3.923,3.887,,,,,,,,,88688
2023-09-14 07:48:18,2023-09-14 07:54:27,0,161.130.189.234,100,368,1,2023-09-14 07:54:28,R_21tA87poW1EyTZ3,,,,,38.9361,-92.3056,anonymous,EN,100,100,48,0,1,5,4,3,4,5,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,100,0,1,0,1,3,2,1,100,0,0,100,100,50,0,100,good questions,understanding the meaning of the questions early on,8,21,1,1,4,3,6,6,6,6,4,3,1,6,0.013,0.093,0.21,0.331,0.532,0.634,0.676,0.79,0.835,0.934,0,0.204,0.901,1.254,2.155,2.754,3.148,3.401,3.465,4.176,,,,,,,,,88696
2023-09-16 14:14:25,2023-09-16 14:40:07,0,108.169.219.3,100,1542,1,2023-09-16 14:40:08,R_77K2tQL7s7nP14d,,,,,38.9361,-92.3056,anonymous,EN,33,1,2,100,4,3,5,4,1,5,2,3,1,5,4,2,61,51,39,92,1,5,5,1,73,71,61,99,54,1,1,100,"I wouldn't say that I liked the exercise. ","I was surprised how many people wanted free healthcare in the US because I think that's ridiculous. ",10,20,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,4,6,6,1,6,0.024,0.118,0.256,0.386,0.542,0.517,0.728,0.739,0.822,1,0.245,3.787,4.379,4.372,5,4.132,4.154,3.949,5,3.52,,,,,,,,,88791
2023-09-16 17:45:09,2023-09-16 17:53:53,0,161.130.189.254,100,524,1,2023-09-16 17:53:54,R_31sWQsXLSRNyqqM,,,,,38.9361,-92.3056,anonymous,EN,66,85,36,100,3,4,4,4,4,4,2,2,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,49,80,16,78,4,3,4,2,74,61,28,100,50,81,31,100,I liked being able to find out the actual statistics from 2018.,"Understanding a few of the questions. ",7,18,2,1,1,2,5,5,3,5,5,3,2,4,0.042,0.093,0.244,0.356,0.493,0.679,0.624,0.772,0.813,0.908,0.676,1.183,1.711,1.275,2.387,2.254,2.521,3.162,3.732,4.43,,,,,,,,,88501
2023-09-16 18:45:26,2023-09-16 19:01:14,0,24.31.245.106,100,948,1,2023-09-16 19:01:15,R_9poN4NJLc3WhgFr,,,,,39.3644,-94.3634,anonymous,EN,65,80,80,100,3,4,4,4,3,5,3,2,2,3,2,3,50,90,60,95,2,1,1,1,70,90,70,100,90,100,71,100,Being able to show/have my own opinion without being judged.,Deciding what percentage to choose for every question.,8,18,2,"1,4",1,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,5,5,2,3,2,5,0.059,0.268,0.652,0.576,0.961,0.075,0.928,0.206,0.296,0.056,0.092,0.176,2.493,3.232,1.465,3.979,3.556,1.197,0.43,1.514,,,,,,,,,88752
2023-09-17 13:56:42,2023-09-17 14:17:05,0,161.130.189.222,100,1223,1,2023-09-17 14:17:06,R_3szZNJlIU90FMWt,,,,,38.9361,-92.3056,anonymous,EN,100,100,50,100,3,4,4,3,5,5,3,2,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,70,100,50,90,5,3,1,1,100,71,60,100,90,90,50,100,"I think what I liked about this exercise is that I found an interesting fact about the percentage of Americans who agreed about the carbon emission thing in 2018. I was definitely surprised by the result. ","I do not think I have any challenge in this exercise ",,20,2,3,3,3,3,4,2,5,4,2,6,3,0.021,0.155,0.259,0.389,0.499,0.528,0.617,0.71,0.814,0.956,0.148,1.254,2.901,3.176,4.07,2.613,3.359,3.88,4.556,4.873,,,,,,,,,89767
2023-09-17 15:27:40,2023-09-17 15:39:07,0,161.130.189.204,100,687,1,2023-09-17 15:39:08,R_3g5FTc7Si6edmg5,,,,,38.9361,-92.3056,anonymous,EN,75,78,28,100,5,5,5,4,5,5,2,3,3,3,4,4,86,89,3,96,2,1,4,1,95,98,68,99,83,94,52,98,The difference in green house gas and different american issues and how have opinions changed throughout the years past on how many people agree or disagree on them.,Trying to remind myself how times were different in the past and how opinions might be different.,9,19,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,4,4,3,1,1,4,0.006,0.165,0.282,0.208,0.473,0.58,0.33,0.799,0.862,0.98,0.085,3.718,4.296,4.352,5,1.81,1.415,1.979,1.366,2.796,,,,,,,,,89724
2023-09-17 15:37:37,2023-09-17 15:43:18,0,161.130.189.205,100,340,1,2023-09-17 15:43:19,R_1kYYEzk1PgO0E3m,,,,,38.9361,-92.3056,anonymous,EN,49,49,48,92,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,62,30,50,95,3,3,3,3,67,59,49,91,51,65,61,99,"It was repetitive so I could see if I changed my mind on the questions. ","I kept changing my mind. ",8,18,2,1,1,1,3,3,2,3,3,4,3,3,0.024,0.149,0.259,0.415,0.507,0.494,0.659,0.763,0.866,0.97,0.014,0.225,0.852,1.12,1.754,0.563,1.366,2.697,4.042,4.423,,,,,,,,,88727
2023-09-18 08:47:59,2023-09-18 08:58:48,0,35.144.39.50,100,648,1,2023-09-18 08:58:49,R_zSHhD5kTOxWxSKd,,,,,38.9933,-92.3078,anonymous,EN,100,100,10,100,4,2,5,3,5,5,3,2,2,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,41,50,70,100,1,3,5,1,60,51,20,100,100,100,6,100,I liked that it was set up like a survey.,I didn't have any.,4,20,2,1,3,3,3,4,3,6,3,6,2,6,0.028,0.085,0.225,0.438,0.517,0.594,0.685,0.769,0.834,0.915,0.063,0.437,0.831,1.387,2.493,2.606,3.204,3.528,4.373,4.746,,,,,,,,,89673
2023-09-18 11:55:22,2023-09-18 12:08:01,0,161.130.189.204,100,758,1,2023-09-18 12:08:02,R_1Lj5VYDZPkULGhx,,,,,38.9361,-92.3056,anonymous,EN,52,62,2,1,3,3,3,3,3,3,4,4,4,3,5,5,56,54,2,2,3,1,5,1,60,100,60,100,70,60,3,100,"I liked to see who agreed with what statements where presented and what the precent was of what people agreed with ","seeing how people agree with the death penalty. ",3,19,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,3,6,2,3,1,2,0.031,0.032,0.215,0.382,0.52,0.421,0.741,0.814,0.859,0.973,0,3.303,5,5,4.387,5,5,2.606,5,5,,,,,,,,,88179
2023-09-18 13:28:11,2023-09-18 13:42:27,0,161.130.189.229,100,856,1,2023-09-18 13:42:28,R_3fUhmSdErAJfzhH,,,,,38.9361,-92.3056,anonymous,EN,85,0,30,100,5,4,5,3,4,5,1,1,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,72,51,69,90,5,2,1,1,50,52,52,100,80,0,40,100,The questions were repetitive and simple.,"None really, everything was very simple.",11,18,2,"1,6",1,3,6,6,6,6,5,1,1,5,0,0,0,0.387,0.523,0.701,0.663,0.632,0.87,0.879,0,0.324,5,0.965,2.169,2.204,3.352,3.359,4.345,4.387,,,,,,,,,89530
2023-09-18 20:41:03,2023-09-18 20:45:31,0,173.230.76.22,100,268,1,2023-09-18 20:45:32,R_3lrAvZzY49FZaRg,,,,,38.9361,-92.3056,anonymous,EN,100,80,1,12,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,100,89,7,6,2,3,2,2,100,29,26,48,50,50,50,50,myself and the society,Ethical Considerations,29,20,2,1,2,3,4,1,1,1,6,6,6,4,0.61,0.766,0.876,1,0.699,1,1,0.606,1,1,3.296,4.141,3.268,3.57,3.275,5,2.19,3.754,2.599,5,,,,,,,,,88446
2023-09-20 09:02:38,2023-09-20 09:19:21,0,161.130.189.238,100,1003,1,2023-09-20 09:19:22,R_bkdvD5RPwu7XSq5,,,,,38.9361,-92.3056,anonymous,EN,60,70,0,100,3,3,4,3,4,4,2,3,3,3,3,3,70,60,30,95,2,1,5,1,75,85,60,99,70,85,0,100,It was really interesting to rank the statements on how I felt and then to see what the rest of the population thought.,"I was unfamilar with some of the environmental issues I was asked to rank. ",10,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,4,3,2,4,0.019,0.085,0.234,0.332,0.485,0.574,0.659,0.702,0.835,0.929,0.096,0.246,0.542,1.021,1.653,1.859,2.718,2.946,3.648,3.958,,,,,,,,,88915
2023-09-20 16:07:07,2023-09-20 16:21:20,0,161.130.189.192,100,853,1,2023-09-20 16:21:21,R_1luafabBwMI8gCG,,,,,38.9361,-92.3056,anonymous,EN,54,57,50,100,2,5,3,4,5,2,1,2,3,4,5,2,14,66,50,100,1,1,4,1,81,88,65,100,2,69,50,100,I think it was cool to see the different variations of people's thoughts especially on the topic of the death penalty and health care. I like that it showed the percentages after each guessing round.,"It was hard for me to choose my own stance on some of the issues, especially the death penalty. This is why I put neither agree nor disagree because I have such mixed feelings about it but my strongest feeling about it is that I don't feel that religiously god would want us to do that to someone but at the same time depending on what they did...",28,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,2,4,1,6,6,4,0.021,0.399,0.593,0.493,0.88,0.415,0.517,0.056,0.048,0.018,0.162,0.514,5,5,4.824,4.838,4.394,3.613,5,3.035,,,,,,,,,88896
2023-09-20 16:35:14,2023-09-20 17:03:04,0,161.130.190.26,100,1670,1,2023-09-20 17:03:05,R_3m2lqRuJJKjmayC,,,,,38.9361,-92.3056,anonymous,EN,100,100,50,100,5,5,5,5,5,5,2,3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,35,41,70,85,5,2,5,5,60,71,30,100,100,91,51,100,"I liked seeing the real number, which I thought were very interesting and sometimes surprising. ","I had a skewed view of how the general public might feel because I'm mostly surrounded by people who think similar to me. ",5,18,2,1,1,4,6,4,6,6,4,4,3,5,0.023,0.108,0.247,0.39,0.53,0.597,0.323,0.802,0.749,0.929,0.011,0.152,0.941,1.025,2.131,3.145,3.265,4.195,4.173,4.23,,,,,,,,,89199
2023-09-20 17:47:58,2023-09-20 18:05:16,0,161.130.189.207,100,1038,1,2023-09-20 18:05:18,R_25XYkmHBc2HbbXc,,,,,38.9361,-92.3056,anonymous,EN,63,43,80,100,4,4,4,3,4,4,2,2,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,60,70,40,80,4,1,1,1,50,70,70,100,40,40,75,100,"I liked being able to estimate how I thought Americans thought, then see how different my guesses were to the actual answers. ",It was hard for me to decide whether or not the percentages for each issue went up or down between 2018 and 2023.,9,18,2,1,1,4,3,3,1,4,3,4,1,5,0.03,0.104,0.225,0.366,0.493,0.587,0.718,0.755,0.792,0.907,0.12,0.514,1.303,0.958,2.12,2.732,2.958,2.873,3.937,4.528,,,,,,,,,88251
2023-09-21 14:26:27,2023-09-21 14:47:16,0,208.44.156.42,100,1248,1,2023-09-21 14:47:16,R_1QaVXf7GRN7CFTv,,,,,38.9361,-92.3056,anonymous,EN,100,80,30,100,3,4,5,4,5,5,2,3,2,4,4,2,70,50,70,95,1,1,1,1,75,81,70,100,100,70,20,100,"I liked how I answered the questions from multiple perspectives. ",It got repetitive,11,19,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,6,6,6,6,6,6,0.048,0.307,0.238,0.499,0.51,0.371,0.727,0.812,0.619,0.834,0.108,0.789,1.563,2.127,2.864,2.944,2.446,3.775,4.451,4.845,,,,,,,,,88404
2023-09-21 18:48:22,2023-09-21 19:02:23,0,161.130.189.244,100,841,1,2023-09-21 19:02:24,R_22z4RQ339DbTsmQ,,,,,38.9361,-92.3056,anonymous,EN,100,97,5,100,3,4,5,4,5,5,1,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,65,41,71,92,4,1,5,1,50,57,36,100,100,96,5,100,The slider gave me lots of options to rate my agreement,None,5,18,2,1,1,3,3,5,3,6,5,5,2,6,0.027,0.145,0.242,0.399,0.562,0.552,0.675,0.8,0.865,0.983,0.106,0.676,1.528,1.627,2.958,2.338,3.43,3.331,4.43,4.711,,,,,,,,,89721
2023-09-23 10:36:36,2023-09-23 10:42:33,0,108.169.219.3,100,356,1,2023-09-23 10:42:33,R_1eQ1JA8aN4BGcD3,,,,,38.9361,-92.3056,anonymous,EN,1,2,100,100,3,3,2,3,4,4,1,4,5,5,2,4,64,67,7,76,1,1,1,1,75,83,29,89,24,17,100,100,Showed what other people believed.,None.,29,18,1,"1,5",1,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,6,6,5,3,3,5,0.025,0.097,0.31,0.249,0.512,0.607,0.641,0.769,0.694,0.838,0.154,0.217,1.33,1.654,2.393,2.858,3.006,3.083,3.252,4.344,,,,,,,,,88407
