StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q146_1,Q146_2,Q146_3,Q146_4,UTIL_1,UTIL_2,UTIL_3,UTIL_4,UTIL_5,UTIL_6,DEON_1,DEON_2,DEON_3,DEON_4,DEON_5,DEON_6,Post_Int_1_10,Post_Int_2_1,Post_Int_3_1,Post_Int_4_1,Q114_1,Q114_2,Q114_3,Q114_4,Q116_10,Q117_1,Q118_1,Q119_1,Q121_1,Q121_2,Q121_3,Q121_4,High_Like_Free_R,High_Hard_Free_R,Pol_High_1,Age_High,Gender_High,Race_High,School_High,Q163_10,Q164_1,Q165_1,Q166_1,Q169_1,Q169_2,Q169_3,Q169_4,Q171_10,Q172_1,Q173_1,Q174_1,Q176_1,Q176_2,Q176_3,Q176_4,Low_Like_Free_R,Low_Hard_Free_R,Pol_Low_1,Age_Low,Gender_Low,Race_Low,School_Low,SILS_1_1,SNS_1_1,SNS_2_1,SNS_3_1,SNS_4_1,SNS_5_1,SNS_6_1,SNS_7_1,SNS_8_1,NZ1_A_5,NZ1_A_6,NZ1_A_17,NZ1_A_24,NZ1_A_25,NZ1_B_5,NZ1_B_6,NZ1_B_17,NZ1_B_24,NZ1_B_25,NZ5_A_5,NZ5_A_6,NZ5_A_17,NZ5_A_24,NZ5_A_25,NZ5_B_5,NZ5_B_6,NZ5_B_17,NZ5_B_24,NZ5_B_25,RNS_1,RNS_2,RNS_3,RNS_4,RNS_5,RNS_6,RNS_7,RNS_8,id
2023-06-20 10:13:45,2023-06-20 10:22:05,0,161.130.189.225,100,500,1,2023-06-20 10:22:06,R_O8ucjw9GpADDBRv,,,,,38.9361,-92.3056,anonymous,EN,100,100,100,100,4,4,4,4,4,4,2,1,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,1,1,2,1,71,53,32,98,99,98,3,83,how the questions were worded,thinking through some of the problems as if I was in someone else's shoes,,18,1,1,1,4,6,6,3,5,6,5,6,5,0.042,0.123,0.218,0.358,0.53,0.661,0.663,0.845,0.848,0.928,0.183,0.486,1.148,1.986,2.852,2.979,3.535,3.831,4.479,4.592,,,,,,,,,
2023-06-20 10:20:50,2023-06-20 10:35:19,0,161.130.190.21,100,869,1,2023-06-20 10:35:20,R_2wnpaExCOl4V7V2,,,,,38.9361,-92.3056,anonymous,EN,70,86,70,100,4,4,5,4,5,4,1,2,3,4,2,4,46,80,30,100,1,1,4,1,88,91,94,100,68,84,53,100,It shows you the 2018 results so you can see how far off from your guess.,Trying to determine where I felt among some the statements issued.,,19,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,4,5,4,4,5,6,0.011,0.139,0.266,0.473,0.542,0.551,0.659,0.883,0.969,0.992,0,0.113,0.951,0.697,2.085,2.62,3.141,3.338,4.359,4.725,,,,,,,,,
2023-06-20 12:00:50,2023-06-20 12:12:36,0,73.185.230.154,100,706,1,2023-06-20 12:12:37,R_242WBXijFNuzkQt,,,,,39.0169,-94.2611,anonymous,EN,61,52,53,100,4,4,4,3,4,4,3,3,2,3,4,3,81,81,67,83,3,1,2,1,81,78,72,100,81,62,66,100,Some things I liked was that it made me think about how others feel/felt about the topics listed. It makes you think outside of what you believe/feel.,A change that I had was that I thought about how others felt. It made me look at those topics from a different point of view.,,19,2,"1,5",3,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,3,3,4,0.017,0.132,0.274,0.357,0.5,0.574,0.601,0.828,0.781,0.99,0.111,3.456,5,5,5,3.23,2.526,4.28,0.892,2.315,,,,,,,,,
2023-06-21 07:52:41,2023-06-21 08:00:04,0,161.130.189.211,100,443,1,2023-06-21 08:00:05,R_yPZSHQrOyZ3d6jD,,,,,38.9361,-92.3056,anonymous,EN,100,100,0,100,5,5,5,4,5,4,2,3,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,43,19,69,83,1,2,4,4,71,64,45,97,95,92,6,100,The questions were thought provoking,I had to think about some things that I hadn’t considered in awhile,,19,2,1,3,5,4,5,3,2,6,4,2,4,0.017,0.07,0.485,0.72,1,0.587,0.637,0.735,0.8,0.915,0.176,3.514,5,5,5,5,5,5,5,5,,,,,,,,,
2023-06-21 15:06:12,2023-06-21 15:17:08,0,66.189.224.214,100,655,1,2023-06-21 15:17:08,R_3OdHUi6XZi7KAmy,,,,,38.7472,-90.7247,anonymous,EN,75,71,16,100,4,4,4,3,2,3,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,83,51,30,92,2,1,4,1,72,81,16,100,64,50,20,100,I liked seeing actual results after guessing.,No challenges,,18,2,1,1,1,4,5,6,5,3,5,2,4,0.012,0.1,0.287,0.389,0.552,0.599,0.342,0.806,0.868,0.981,0.096,3.193,4.01,5,4.44,4.737,5,4.53,4.871,4.728,,,,,,,,,
2023-06-22 10:19:07,2023-06-22 10:25:12,0,161.130.190.7,100,365,1,2023-06-22 10:25:13,R_2dmOdDlZFdfIGLu,,,,,38.9361,-92.3056,anonymous,EN,83,84,0,100,2,5,5,5,5,5,2,4,3,3,4,4,84,83,0,100,1,1,5,1,88,83,0,100,85,86,0,100,I liked how it showed the results and asked how surprised you were,I didn't have any challenged,,21,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,6,6,6,6,6,6,0.052,0.135,0.262,0.207,0.501,0.563,0.668,0.692,0.893,0.9,0.507,2.535,5,5,5,5,5,5,5,5,,,,,,,,,
2023-06-16 12:20:27,2023-06-16 12:20:31,0,107.116.7.116,1,3,0,2023-06-23 12:20:32,R_3JemQfdvxwjYljs,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-25 16:31:28,2023-06-25 16:43:15,0,173.216.129.42,100,707,1,2023-06-25 16:43:16,R_3rNE0tDY81VRygR,,,,,36.971,-93.716,anonymous,EN,59,100,0,100,4,4,4,3,4,5,1,2,2,2,4,3,20,30,80,25,4,4,1,4,86,92,45,92,60,100,0,100,"I liked that after I attempted to predict the average people agreed or disagreed with something that the true results were shown. ",A challenge I had was that some of the topics I did not have a lot of knowledge in so I had to choose neither.,,19,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,1,3,5,5,3,0.03,0.159,0.275,0.331,0.479,0.555,0.614,0.755,0.807,0.952,0.021,0.423,0.592,0.718,1.099,1.845,2.141,2.042,3.225,3.472,,,,,,,,,
2023-06-26 13:31:01,2023-06-26 13:37:39,0,73.185.230.154,100,398,1,2023-06-26 13:37:40,R_WD7dBBu8TNsWYVP,,,,,39.0169,-94.2611,anonymous,EN,78,60,59,100,4,4,4,4,3,3,3,3,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,56,49,40,99,4,3,3,1,74,51,41,99,77,57,51,100,What I liked about this exercise is that it made me think about how others think/feel about certain topics,A challenge I faced was thinking about others views and perspectives,,19,2,"1,5",3,5,3,3,4,4,3,2,2,4,0.029,0.102,0.314,0.264,0.487,0.631,0.593,0.714,0.876,0.969,0.125,3.632,5,2.738,3.815,1.547,2.921,1.287,4.259,2.16,,,,,,,,,
2023-06-26 14:43:42,2023-06-26 14:51:42,0,69.242.152.67,100,480,1,2023-06-26 14:51:43,R_rqd6cXxchRdJmBH,,,,,39.0169,-94.3137,anonymous,EN,100,100,50,100,5,5,5,4,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,100,100,52,100,5,5,3,1,100,100,54,100,100,100,47,100,"The things I enjoyed was seeing what the percentages were regarding, capital punishment and slavery","No challenges.  Everything was straight forward. ",,39,2,2,4,5,3,4,6,6,6,6,1,1,0.948,0.348,0.177,0.735,0.515,0.282,0.111,0.746,0.561,0.911,0.465,1.211,2.275,0.162,3.69,4.739,1.296,4.655,5,0.38,,,,,,,,,
2023-06-27 09:27:17,2023-06-27 09:41:07,0,50.83.143.170,100,829,1,2023-06-27 09:41:07,R_0BBIf1Xr49OHFbb,,,,,38.5773,-92.2443,anonymous,EN,100,81,20,100,4,4,5,5,4,5,1,2,1,3,2,2,40,10,81,100,2,5,4,1,100,81,61,100,100,82,10,100,"I like seeing the actual statistics from the 2018 data. It was suprising and interesting to see what a large population perceived the issues as compared to me. At the time I was 17 so there was probably not as much attention given to those issues when I was that young compared to now; 5 years later. ","I didn't encounter any challenges with this exercise. ",,22,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,1,3,6,1,4,0.013,0.09,0.227,0.42,0.506,0.638,0.732,0.763,0.907,0.968,0.099,2.275,1.042,1.838,2.134,3.408,2.852,3.282,4.289,4.451,,,,,,,,,
2023-06-27 13:42:07,2023-06-27 13:50:12,0,96.35.172.26,100,485,1,2023-06-27 13:50:13,R_BXQx1OiR2YUgMOB,,,,,38.6976,-90.3604,anonymous,EN,70,50,30,100,5,5,3,5,3,2,1,1,3,3,3,4,50,50,50,80,4,5,5,3,50,50,50,80,70,50,30,100,I liked that they were relevant questions.,1-100 is hard I think 1-5 or 1-10 would be easier,,22,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,4,6,4,4,1,6,0.052,0.24,0.311,0.431,0.529,0.594,0.652,0.711,0.665,0.886,0,0.077,0.969,1.062,1.938,1.831,3.569,3.431,3.662,4.292,,,,,,,,,
2023-06-27 18:41:14,2023-06-27 18:49:39,0,70.112.64.36,100,505,1,2023-06-27 18:49:40,R_3nVfILURRMAYqRU,,,,,30.2627,-97.7467,anonymous,EN,82,73,58,100,4,4,4,4,4,4,2,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,100,100,60,100,4,4,4,1,81,70,51,100,81,84,56,100,I liked how I answered the questions then I got to see the percentage of people that put similar answers to mine,"picking an exact percent of how much I agreed or disagreed ",,20,2,1,3,2,4,4,4,3,5,5,1,4,0.085,0.19,0.301,0.366,0.528,0.439,0.744,0.645,0.79,0.911,0.577,3.437,1.894,4.408,0.676,1.627,0.739,4.211,0.824,3.951,,,,,,,,,
2023-07-02 14:38:41,2023-07-02 14:48:54,0,65.116.105.14,100,612,1,2023-07-02 14:48:54,R_TuDlOZghEqAIMvv,,,,,38.9361,-92.3056,anonymous,EN,75,65,50,100,2,3,4,2,5,5,1,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,55,45,50,85,4,4,5,2,55,50,37,99,65,55,50,100,I enjoyed learning about the public polls.,"I am a bit unknowledgeable about green house emissions, so I didn't know how to accurately answer the question.",,20,2,1,3,4,3,3,2,4,5,6,1,6,0.031,0.154,0.268,0.377,0.485,0.561,0.632,0.763,0.846,0.93,0.134,3.155,5,5,5,2.866,3.127,3.634,4.838,4.908,,,,,,,,,
2023-07-05 19:15:55,2023-07-05 19:30:42,0,107.119.41.67,100,887,1,2023-07-05 19:30:42,R_3Ej2yG1K82W93AG,,,,,39.7801,-86.0557,anonymous,EN,85,35,62,100,4,4,5,3,5,4,2,4,3,2,4,4,60,63,50,100,2,3,5,1,70,87,80,100,85,66,66,100,"I liked how all the questions were about different things about society and the earth yet still revolved around people and how these things affect everyone. ","I think it was a little challenging to know what the people in today's society would want because you need to take people on both sides of the argument into consideration. ",,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,6,2,6,0.014,0.169,0.255,0.41,0.508,0.642,0.645,0.731,0.721,0.903,0.021,0.246,0.852,0.993,2.57,2.38,2.965,3.373,4.197,4.592,,,,,,,,,
2023-07-05 23:34:43,2023-07-05 23:45:03,0,184.92.114.44,100,620,1,2023-07-05 23:45:03,R_3k6q5oKKmWGgElp,,,,,38.7154,-94.439,anonymous,EN,100,100,19,100,4,4,4,2,5,5,2,2,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,61,32,55,97,4,3,2,1,75,61,20,100,100,85,,100,"I liked being able to compare my own opinions with the American consensus. ",It forced me to confront my own standing on things and have to gauge them against societies viewpoint,,20,2,1,3,3,3,4,4,4,2,5,2,6,0.029,0.129,0.241,0.345,0.508,0.574,0.667,0.798,0.859,0.917,0.161,0.414,0.611,0.752,1.294,1.492,1.766,1.682,2.034,1.773,,,,,,,,,
2023-07-06 08:18:30,2023-07-06 08:25:56,0,69.242.152.67,100,445,1,2023-07-06 08:25:57,R_21v8HuiInqMXEZp,,,,,39.0169,-94.3137,anonymous,EN,100,100,100,100,5,5,5,5,5,5,3,1,5,2,5,5,100,100,100,100,1,1,1,1,100,100,96,100,100,100,100,100,"It was interesting to see the different percentages after years. ","No challenges ",,38,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,5,1,6,6,6,6,6,6,3,0.18,0.71,0.838,0.946,0.566,0.789,0.692,0.556,0.438,0.286,1.021,3.585,1.634,3.634,4.282,0.958,2.092,3.521,0.19,2.183,,,,,,,,,
2023-07-06 08:26:22,2023-07-06 08:38:43,0,108.241.197.81,100,740,1,2023-07-06 08:38:44,R_1EWpd37nccGpkkL,,,,,38.6287,-90.1988,anonymous,EN,91,100,38,100,4,4,4,4,4,5,2,3,2,3,4,3,87,91,38,100,2,3,1,1,74,72,49,100,56,100,41,100,It opened my eyes to how people in America think about certain topics that are important in today's day and age.,I did not have any challenges.,,21,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,6,6,5,4,2,5,0.024,0.107,0.294,0.297,0.535,0.556,0.615,0.737,0.765,0.88,0.042,0.169,0.789,1.056,2.338,2.585,2.937,2.5,4.19,3.979,,,,,,,,,
2023-07-06 11:33:44,2023-07-06 11:50:42,0,172.59.168.26,100,1018,1,2023-07-06 11:50:43,R_1nQ72DHS0mtwmaW,,,,,38.5753,-90.2651,anonymous,EN,92,60,55,100,3,4,5,4,5,4,2,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,65,40,19,95,5,1,2,1,63,45,30,98,75,31,22,100,I like how I was able to estimate the 2018 poll results and then able to respond on my level of surprise (or not) to the results!,"I felt as though after viewing the 2018 results from other Americans, it made me question my own thoughts on some of the questions. For example, if I answered 80% agree and the results reflect that the average answer was 40% from the rest of the pollers, it made me wonder why or what the thinking process was and maybe changed my answers the second time I was asked the same questions. ",,20,2,1,3,4,5,4,6,6,5,4,2,4,0.032,0.117,0.252,0.369,0.52,0.61,0.727,0.858,0.823,0.9,0.028,0.394,1.19,0.951,1.711,1.986,2.423,2.662,4.127,4.486,,,,,,,,,
2023-07-08 14:01:15,2023-07-08 14:08:03,0,63.146.54.254,100,408,1,2023-07-08 14:08:04,R_1pMC1nbeL7fMUYJ,,,,,38.9361,-92.3056,anonymous,EN,60,10,80,100,4,4,5,3,4,3,2,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,75,68,44,100,2,2,3,1,55,37,58,100,35,10,76,100,got to see public perception of certain issues.,None.,,21,1,1,3,4,3,4,4,4,2,4,5,5,0.083,0.183,0.33,0.456,0.501,0.665,0.811,0.841,0.918,0.97,0.106,1.634,2.923,3.789,3.761,5,4.521,3.232,5,3.993,,,,,,,,,88117
2023-07-09 11:04:35,2023-07-09 11:08:00,0,173.29.134.83,100,205,1,2023-07-09 11:08:01,R_31ioO7ihQ7Su10a,,,,,38.9361,-92.3056,anonymous,EN,48,47,67,64,3,4,3,2,3,4,2,2,5,5,5,4,59,63,66,97,2,3,3,3,69,63,54,86,59,54,58,60,how the questions were phrased,answering without my prior biases,,18,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,4,4,4,4,4,0.135,0.223,0.293,0.404,0.521,0.649,0.679,0.721,0.797,0.923,3.401,3.303,3.232,3.197,4.423,3.261,3.444,3.451,3.655,3.732,,,,,,,,,88131
2023-07-11 14:54:45,2023-07-11 15:11:29,0,128.206.138.159,100,1004,1,2023-07-11 15:11:29,R_ysYbsgWsNu2tYEF,,,,,38.9933,-92.3078,anonymous,EN,100,90,30,100,3,4,5,5,4,3,1,1,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,40,70,40,95,4,3,5,1,60,70,50,100,100,80,20,100,"The scale was easy to interpret, and gave more room for specifics than a normal scale of 1-10. Being able to guess the percentages before being shown the real statistics shone light on the things that I personally value.","There were a few moments I felt as though I was repeating the same question I had earlier, such as my personal opinions being stated at both the beginning and end of the survey.",,19,2,1,2,4,4,5,2,4,3,4,2,6,0.027,0.125,0.248,0.293,0.456,0.548,0.645,0.714,0.786,0.935,0.246,1.711,2.915,3.69,4,2.155,2.676,3,3.155,4.176,,,,,,,,,88122
2023-07-12 09:26:53,2023-07-12 09:40:15,0,161.130.189.209,100,802,1,2023-07-12 09:40:16,R_2qaTBZpw2nkcEES,,,,,38.9336,-92.363,anonymous,EN,65,80,30,90,4,4,4,3,5,5,2,3,3,4,4,4,40,70,55,70,3,1,2,4,75,85,70,90,75,90,65,95,"I liked how there were results from the 2018 study and I could see what the general population put down as their answer. I also then liked how you asked about the 2023 study to then compare the answers to previous years. ","I couldn't decide if from 2018 these things have changed in positive or negative ways and as time has passed if people would agree or disagree more depending on the age they are and the life experiences they have had. ",,18,2,"1,3",1,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4,4,5,2,5,0.025,0.103,0.248,0.377,0.475,0.587,0.649,0.696,0.758,0.906,0.106,3.099,5,5,5,1.782,2.866,3.232,4.211,4.049,,,,,,,,,88070
2023-07-05 14:26:48,2023-07-05 14:36:42,0,50.83.143.170,1,594,0,2023-07-12 14:36:43,R_DirB2IIZTJZXmaB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14 13:08:18,2023-07-14 13:26:47,0,76.33.75.2,100,1108,1,2023-07-14 13:26:47,R_3RjU69lh16LcuJE,,,,,33.8631,-118.3923,anonymous,EN,100,60,70,100,4,3,5,5,4,4,1,2,3,3,4,3,80,86,60,90,3,1,4,1,93,96,45,100,86,60,75,100,"I liked that the exercise made me think about a concentrated topic, so I could think deeply about the questions without getting lost in my own train of thought.","The biggest challenge for me was remembering 2018 as I was only in middle school, and in hindsight, my opinions on global matters were only reflections of those around me.",,19,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,4,6,5,6,4,5,1,5,0.038,0.123,0.235,0.466,0.496,0.561,0.648,0.831,0.815,0.924,0.056,0.5,1.19,1.683,2.634,2.261,2.627,3.831,3.993,4.021,,,,,,,,,88121
2023-07-12 09:42:07,2023-07-16 13:39:21,0,161.130.189.242,100,359834,1,2023-07-16 13:39:22,R_8dXeqFNduJAZvGx,,,,,38.9336,-92.363,anonymous,EN,70,95,50,80,4,4,4,3,4,5,2,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,75,90,60,70,4,5,2,2,60,90,60,60,80,95,60,75,"I liked how I could see the different statistics from different years about these issues taking place and then could also voice my own opinion. ","Some challenges were deciding how I felt about certain issues and if I thought these issues people were agreeing with or disagreeing with more or less as time went on. ",,18,2,"1,3",1,4,4,4,3,4,5,5,5,5,0.018,0.09,0.246,0.396,0.487,0.585,0.637,0.72,0.817,0.946,0.035,0.345,1.106,1.408,2.028,1.972,2.789,3.063,3.88,4.063,,,,,,,,,88070
2023-07-16 18:58:06,2023-07-16 19:12:16,0,76.3.100.183,100,849,1,2023-07-16 19:12:16,R_216NAdHxsXLhjmw,,,,,38.9336,-92.363,anonymous,EN,100,83,65,100,4,4,5,5,5,4,1,2,2,1,3,4,64,80,60,95,1,1,3,1,76,76,52,98,88,78,57,100,I liked how comprehensible the statements were and the range of the scale.,"Remembering what 2018 was like, it seemed like an eternity ago.",,19,2,"1,5",2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,5,4,4,4,4,0.006,0.089,0.258,0.204,0.5,0.599,0.751,0.694,0.839,0.928,0.035,0.113,0.317,1.521,1.965,1.648,3.599,2.93,4.535,4.69,,,,,,,,,88120
2023-07-10 10:17:33,2023-07-10 10:17:36,0,192.82.245.239,1,3,0,2023-07-17 10:17:42,R_241yx0j5JxN0qNo,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88068
2023-07-17 15:57:52,2023-07-17 16:05:06,0,24.178.249.211,100,434,1,2023-07-17 16:05:07,R_UPycgZVqxxyc86d,,,,,38.6287,-90.1988,anonymous,EN,58,1,61,98,3,3,3,3,2,4,2,3,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,40,74,8,100,2,3,4,1,56,57,36,100,40,3,64,100,I enjoyed learning about what other surveys were like.,No challenges.,,21,1,1,4,5,4,4,4,5,4,4,4,5,0.077,0.123,0.218,0.303,0.511,0.575,0.685,0.762,0.782,0.866,0.014,0.19,0.817,0.93,1.542,1.099,1.465,3.472,4.162,4.246,,,,,,,,,88083
2023-07-17 21:04:14,2023-07-17 21:10:12,0,173.31.201.158,100,357,1,2023-07-17 21:10:13,R_12M5fmaoqicST82,,,,,38.9361,-92.3056,anonymous,EN,70,50,67,100,4,4,4,3,5,4,3,3,3,2,4,4,92,100,36,100,3,4,4,1,92,93,34,100,79,43,33,100,"I liked the different range of questions and how the results were compared with the recent and old ones. ","I had a hard time knowing what people these days would think about the questions. ",,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,3,4,4,6,1,5,0.015,0.128,0.256,0.407,0.515,0.677,0.656,0.765,0.839,0.955,0.007,0.204,1.218,2.169,3.528,2.197,2.655,2.866,3.965,3.824,,,,,,,,,
2023-07-11 15:12:41,2023-07-11 15:12:47,0,128.206.138.159,1,5,0,2023-07-18 15:12:47,R_3L0DXAfIlLRJClV,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88122
2023-07-19 07:49:13,2023-07-19 08:05:37,0,104.28.32.113,100,984,1,2023-07-19 08:05:38,R_31Lgu6iKueFsvDQ,,,,,38.6287,-90.1988,anonymous,EN,100,50,50,100,5,5,4,5,5,5,1,3,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,42,79,79,100,1,3,1,1,85,83,21,100,100,22,46,100,It was interesting to see the opinions over the years and how my opinions lined up with them.,I didn’t find any difficulties,,20,1,1,3,1,3,4,5,5,5,4,4,5,0.015,0.132,0.286,0.357,0.495,0.585,0.603,0.732,0.825,0.957,0.031,0.415,1.123,1.523,2.754,3.046,2.769,3.354,3.908,4.431,,,,,,,,,88076
2023-07-19 17:48:11,2023-07-19 18:04:22,0,161.130.189.218,100,971,1,2023-07-19 18:04:22,R_2ToqnujB0nrIT2x,,,,,38.9336,-92.363,anonymous,EN,15,2,100,100,4,4,5,1,2,4,5,5,3,3,3,3,45,4,85,100,4,5,2,5,75,85,65,100,5,10,100,100,I thought that making it about other peoples options plus mine was very unique and inclusion which I loved.,"I didn't necessarily feel like I was well educated enough on some of the topics of the questions I was asked. ",,18,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,6,1,6,1,4,0.028,0.132,0.251,0.348,0.494,0.407,0.68,0.741,0.811,0.879,0.12,0.07,5,5,5,5,5,5,5,5,,,,,,,,,88102
2023-07-16 13:39:32,2023-07-20 10:59:33,0,64.85.195.48,100,336000,1,2023-07-20 10:59:33,R_2y9DvpQvy4TOyyI,,,,,38.9361,-92.3056,anonymous,EN,70,95,65,85,4,4,3,3,4,4,2,3,3,4,4,4,65,95,54,70,1,3,2,4,50,95,70,80,70,95,75,85,"I liked how I could see the difference between the different year's studies and how they slightly changed. I also liked how I could voice my own opinion about these topics. ","A challenge I had was determining if over the years people would agree with something more of less depending where they live and what their beliefs are. ",,18,2,"1,3",1,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,5,5,2,5,0.014,0.104,0.224,0.383,0.487,0.589,0.635,0.711,0.821,0.931,0.028,0.373,1.106,1.394,2,2.401,2.711,2.951,3.754,3.986,,,,,,,,,88070
2023-07-14 10:26:31,2023-07-14 10:26:45,0,63.146.54.254,1,13,0,2023-07-21 10:26:47,R_8oFtWwLAxD9Bq1j,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88117
2023-07-14 13:35:45,2023-07-15 16:29:42,0,76.168.176.152,1,96836,0,2023-07-22 16:29:44,R_2Qg3n3vUbQygcT7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88121
2023-07-22 20:30:40,2023-07-22 20:42:16,0,104.166.202.55,100,696,1,2023-07-22 20:42:17,R_02FZNkXpnFfE0b7,,,,,38.9336,-92.363,anonymous,EN,100,50,60,100,4,4,5,4,4,5,1,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,40,30,30,100,2,2,3,1,60,70,20,100,90,65,60,100,Interesting to see the results after my guesses to see how accurate I was.,I had no outstanding challenges in this exercise.,,21,1,1,3,2,5,6,6,6,5,5,5,6,0.041,0.11,0.218,0.363,0.504,0.562,0.648,0.768,0.849,0.917,0.077,0.634,1.317,1.493,3.141,2.718,3.141,3.493,3.986,4.486,,,,,,,,,88090
2023-07-24 18:56:57,2023-07-24 19:04:35,0,24.107.138.138,100,457,1,2023-07-24 19:04:36,R_3esL7CABzudvtkw,,,,,38.6287,-90.1988,anonymous,EN,100,72,66,100,5,5,5,3,5,5,2,1,3,3,4,2,87,55,52,100,4,4,1,1,89,56,59,100,100,62,57,100,I liked how it showed what the general public showed on these statements.,None.,,20,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,6,6,4,6,1,5,0.004,0.085,0.273,0.363,0.53,0.637,0.707,0.807,0.868,0.944,0.049,0.289,1.317,1.768,3.063,3.211,3.768,3.852,4.535,4.627,,,,,,,,,88081
2023-07-24 19:08:35,2023-07-24 19:13:47,0,24.107.138.138,100,312,1,2023-07-24 19:13:48,R_4TsPgtC0aWj1s6R,,,,,38.6287,-90.1988,anonymous,EN,100,56,59,100,5,5,5,3,5,5,2,2,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,93,65,65,100,5,3,3,1,89,64,39,100,100,56,49,100,Showing the publics answers,Zero,,20,1,1,3,5,4,4,6,6,4,6,1,4,0,0.039,0.27,0.332,0.528,0.62,0.758,0.824,0.89,0.949,0,0.437,1.521,1.676,2.958,1.732,3.197,3.472,3.725,3.915,,,,,,,,,88081
2023-07-24 22:54:28,2023-07-25 00:33:08,0,97.87.113.62,100,5920,1,2023-07-25 00:33:09,R_2tKyBLm83TMIrVy,,,,,38.804,-90.8534,anonymous,EN,80,70,10,100,4,4,4,4,5,5,2,2,2,2,3,2,48,35,30,2,4,4,5,1,95,91,30,100,90,80,10,100,I liked how I had to compare responses from 2018 to the current time since it is interesting how topics/opinions of the public can change so significantly over the course of a few years.,I realized halfway in I didn't fully read and understand the prompt it was asking me so the beginning responses on the sliding bar question may have not been as accurate as I would have answered.,,20,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,4,6,5,6,1,6,0.017,0.131,0.231,0.376,0.52,0.621,0.704,0.904,0.844,0.975,0,0.493,1.493,1.401,2.613,2.754,3.296,3.683,4.317,4.725,,,,,,,,,88082
